Wed Jul 22 01:26:52 2015    server_profile

         6002727 function calls (5995221 primitive calls) in 24.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/path.py:13(<module>)
       18    0.000    0.000    0.002    0.000 /usr/lib/python3.4/abc.py:132(__new__)
       66    0.000    0.000    0.002    0.000 /usr/lib/python3.4/copy.py:67(copy)
     1876    0.002    0.000    0.002    0.000 /usr/lib/python3.4/inspect.py:163(isfunction)
       69    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:815(set_family)
      835    0.002    0.000    0.002    0.000 /usr/lib/python3.4/_collections_abc.py:442(values)
      929    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/six.py:557(iteritems)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/numpy/core/arrayprint.py:5(<module>)
      174    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:214(is_color_like)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/selectors.py:5(<module>)
     20/6    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2622(parseImpl)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/linalg/matfuncs.py:5(<module>)
    52/14    0.001    0.000    0.002    0.000 /usr/lib/python3.4/abc.py:194(__subclasscheck__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1792(BoxStyle)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:475(_get_text1_transform)
        4    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:220(_is_writable_dir)
       54    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:2409(<lambda>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/email/charset.py:6(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/difflib.py:27(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:4(<module>)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.4/site-packages/pyparsing.py:2764(parseImpl)
     1459    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:991(is_alias)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:650(get_yaxis_text1_transform)
        1    0.001    0.001    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:1781(get_plot_commands)
       43    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:2102(path_hook_for_FileFinder)
      200    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:265(to_rgb)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/numpy/polynomial/polynomial.py:55(<module>)
  304/251    0.000    0.000    0.002    0.000 {built-in method issubclass}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/tarfile.py:30(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/texmanager.py:35(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_agg.py:21(<module>)
      122    0.000    0.000    0.002    0.000 /usr/lib/python3.4/re.py:157(match)
        4    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3002(__init__)
      733    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:45(_r_long)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/distutils/version.py:27(<module>)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:333(_get_text1_transform)
       18    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:189(deprecate)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/email/_parseaddr.py:7(<module>)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:615(_get_configdir)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/linalg/blas.py:143(<module>)
       10    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:750(from_list)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:573(get_xaxis_text1_transform)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/sparse/base.py:1(<module>)
      940    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:5776(isMaskedArray)
     1437    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:2124(__exit__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/dateutil/tz.py:9(<module>)
       72    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:51(_reverse_cmap_spec)
      8/4    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2628(leaveWhitespace)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/texmanager.py:89(TexManager)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:1(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/python3.4/site-packages/six.py:1(<module>)
     1437    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:2120(__enter__)
       49    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:774(__init__)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:336(_get_text2_transform)
        7    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:148(make)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:528(_get_toolbar)
       24    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2729(parseImpl)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/stats/morestats.py:5(<module>)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:599(get_xaxis_text2_transform)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/colors.py:48(<module>)
    14/10    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:324(wrapper)
       67    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:34(revcmap)
      524    0.001    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:672(iterable)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/patches.py:2483(ConnectionStyle)
       55    0.000    0.000    0.002    0.000 {built-in method next}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/tri/triangulation.py:1(<module>)
       12    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:55(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/scipy/optimize/optimize.py:17(<module>)
        4    0.000    0.000    0.002    0.000 /usr/lib/python3.4/tempfile.py:476(TemporaryFile)
     1061    0.002    0.000    0.002    0.000 {built-in method setattr}
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:569(__init__)
        7    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:270(validate_colorlist)
       44    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1885(translate)
      829    0.001    0.000    0.002    0.000 <string>:12(__new__)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:478(_get_text2_transform)
      482    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:790(__init__)
     4248    0.001    0.000    0.001    0.000 /usr/lib/python3.4/inspect.py:2143(name)
     4259    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:724(matplotlib_fname)
      886    0.001    0.000    0.001    0.000 /usr/lib/python3.4/weakref.py:255(update)
       34    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1226(__add__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/compat/__init__.py:10(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/linalg/lapack.py:217(<module>)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:676(get_yaxis_text2_transform)
        1    0.001    0.001    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:387(_set_up_aliases)
     15/9    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2334(copy)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:273(<listcomp>)
     3003    0.001    0.000    0.001    0.000 {built-in method proxy}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/unittest/util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/dsolve/linsolve.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.4/warnings.py:32(filterwarnings)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/tempfile.py:191(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2684(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:7(<module>)
       46    0.001    0.000    0.001    0.000 /usr/lib/python3.4/sre_compile.py:406(_mk_bitmap)
      167    0.001    0.000    0.001    0.000 server_profile.py:47(transformsub)
        1    0.001    0.001    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/_mathtext_data.py:3(<module>)
       41    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2234(__init__)
      236    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:541(set_figure)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:702(_update_transScale)
       34    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2351(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/gzip.py:4(<module>)
      476    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1336(find_spec)
     1774    0.001    0.000    0.001    0.000 {built-in method iter}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/argparse.py:62(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:583(_init_toolbar)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/lobpcg/__init__.py:9(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/urllib/request.py:838(AbstractBasicAuthHandler)
       79    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:334(to_rgba)
       40    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:109(get_object_signature)
       25    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1051(__init__)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:831(from_extents)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.4/random.py:84(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/csv.py:4(<module>)
      542    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.4/random.py:93(seed)
       23    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:805(unit)
      130    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:807(__init__)
       23    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:821(from_bounds)
       66    0.001    0.000    0.001    0.000 /usr/lib/python3.4/copy.py:272(_reconstruct)
      160    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:272(_set_artist_props)
       72    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1726(is_package)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:640(_get_cachedir)
      185    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:250(set_transform)
      195    0.001    0.000    0.001    0.000 {built-in method dot}
        1    0.000    0.000    0.001    0.001 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:180(loadFile)
       43    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1979(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/distutils/version.py:99(StrictVersion)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/markers.py:78(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/matrixlib/__init__.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/misc/pilutil.py:7(<module>)
     15/9    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2336(<listcomp>)
        2    0.001    0.001    0.001    0.001 {built-in method urandom}
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1557(set)
       23    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:6063(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/opcode.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:797(_gen_axes_spines)
      8/4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2261(leaveWhitespace)
        2    0.001    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:3169(get_distribution_names)
      423    0.001    0.000    0.001    0.000 {built-in method empty}
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/spines.py:437(linear_spine)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/artist.py:877(ArtistInspector)
      367    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:842(parent)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:15(<module>)
      260    0.001    0.000    0.001    0.000 /usr/lib/python3.4/_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/bz2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/email/errors.py:5(<module>)
       23    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:6068(getdoc)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/csgraph/_validation.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1666(_pprint_table)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/matfuncs.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/markers.py:97(MarkerStyle)
       89    0.000    0.000    0.001    0.000 /usr/lib/python3.4/sre_parse.py:190(__init__)
      382    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.4/abc.py:151(register)
      481    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1266(find_spec)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/numbers.py:6(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/scale.py:1(<module>)
      481    0.001    0.000    0.001    0.000 {built-in method max}
      737    0.001    0.000    0.001    0.000 {built-in method abs}
       32    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1393(popall)
      738    0.001    0.000    0.001    0.000 /usr/lib/python3.4/sre_parse.py:150(append)
       42    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/numpy/testing/nosetester.py:181(__init__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:2458(set_xbound)
      168    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:46(<listcomp>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/tempfile.py:106(__next__)
       69    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:854(set_weight)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1205(contains_branch_seperately)
      414    0.001    0.000    0.001    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/pickle.py:180(<listcomp>)
      100    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:645(set_transform)
      100    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:922(set_linestyle)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:29(<module>)
       35    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2607(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/sparse/sputils.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/urllib/error.py:12(<module>)
     1801    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/figure.py:260(__init__)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1855(rotate_deg)
      159    0.001    0.000    0.001    0.000 /usr/lib/python3.4/sre_compile.py:418(_simple)
        1    0.000    0.000    0.001    0.001 /home/lipastomies/git/igem/modeling/2015/particle_model/vector2.py:5(<module>)
     36/3    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2244(_invalidate_internal)
     2124    0.001    0.000    0.001    0.000 /usr/lib/python3.4/inspect.py:2151(annotation)
      394    0.001    0.000    0.001    0.000 /usr/lib/python3.4/weakref.py:292(__new__)
     2277    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1368(view_limits)
      735    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/_collections_abc.py:567(clear)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1185(contains_branch)
      917    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      394    0.001    0.000    0.001    0.000 /usr/lib/python3.4/weakref.py:297(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/integrate/quadpack.py:3(<module>)
      106    0.000    0.000    0.001    0.000 /usr/lib/python3.4/os.py:628(__getitem__)
     2290    0.001    0.000    0.001    0.000 {built-in method release_lock}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/core/fromnumeric.py:3(<module>)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2468(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/fft/fftpack.py:32(<module>)
      489    0.001    0.000    0.001    0.000 /usr/lib/python3.4/_collections_abc.py:496(__iter__)
       40    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1846(parseImpl)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1838(rotate)
       48    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:776(wrapper)
       37    0.000    0.000    0.001    0.000 /usr/lib/python3.4/_collections_abc.py:555(popitem)
     1464    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:742(<genexpr>)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:114(_compare)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:2491(set_xlim)
      506    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:257(__init__)
     1707    0.001    0.000    0.001    0.000 {built-in method get_ident}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/stats/kde.py:20(<module>)
       18    0.000    0.000    0.001    0.000 /usr/lib/python3.4/textwrap.py:400(dedent)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/lbfgsb.py:9(<module>)
      204    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:704(<genexpr>)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:848(setResultsName)
  254/252    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:283(__init__)
     2124    0.001    0.000    0.001    0.000 /usr/lib/python3.4/inspect.py:2155(kind)
      409    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:1001(aliased_name)
       13    0.001    0.000    0.001    0.000 {built-in method open}
       78    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:147(__exit__)
       98    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:44(__call__)
    56/36    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/units.py:125(get_converter)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/projections/geo.py:1(<module>)
     2114    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     2304    0.001    0.000    0.001    0.000 /usr/lib/python3.4/inspect.py:2147(default)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/enum.py:1(<module>)
       25    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:495(connect)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:2705(set_ybound)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/six.py:89(__get__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/unittest/runner.py:1(<module>)
      367    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:732(__enter__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/pyparsing.py:3223(oneOf)
      323    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/image.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:3(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:148(__gt__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/spines.py:43(__init__)
      877    0.001    0.000    0.001    0.000 /usr/lib/python3.4/_collections_abc.py:456(__init__)
     1175    0.001    0.000    0.001    0.000 {built-in method allocate_lock}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/_trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:7(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/projections/polar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/threading.py:1(<module>)
      153    0.001    0.000    0.001    0.000 {built-in method zeros}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:10(<module>)
        8    0.001    0.000    0.001    0.000 {built-in method addAction}
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2265(<listcomp>)
      476    0.001    0.000    0.001    0.000 {built-in method is_frozen}
      144    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:676(__init__)
       46    0.001    0.000    0.001    0.000 /usr/lib/python3.4/sre_compile.py:408(<listcomp>)
       83    0.000    0.000    0.001    0.000 /usr/lib/python3.4/_weakrefset.py:58(__iter__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/matplotlib/path.py:990(_define_deprecated_functions)
      260    0.001    0.000    0.001    0.000 /usr/lib/python3.4/_weakrefset.py:20(__enter__)
      460    0.001    0.000    0.001    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/objects_revised.py:45(__init__)
      254    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:274(__new__)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:67(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/cobyla.py:11(<module>)
       57    0.000    0.000    0.001    0.000 /usr/lib/python3.4/enum.py:51(__setitem__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/linesearch.py:13(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:305(_add_aliases)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/distutils/errors.py:9(<module>)
      458    0.001    0.000    0.001    0.000 /usr/lib/python3.4/sre_parse.py:90(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/linalg/flinalg.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/integrate/odepack.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/minpack.py:1(<module>)
      100    0.001    0.000    0.001    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:735(is_numlike)
       27    0.000    0.000    0.001    0.000 /usr/lib/python3.4/functools.py:43(update_wrapper)
     2909    0.001    0.000    0.001    0.000 {built-in method callable}
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/ssl.py:116(_import_symbols)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.4/tempfile.py:95(rng)
       44    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:92(_path_isdir)
      631    0.000    0.000    0.001    0.000 /usr/lib/python3.4/sre_parse.py:138(__len__)
      367    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1591(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.4/glob.py:1(<module>)
