Wed Jul 22 01:26:52 2015    server_profile

         6002727 function calls (5995221 primitive calls) in 24.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1091(set_anchor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:152(set_color_cycle)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:314(wrap)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1684(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/opcode.py:49(jrel_op)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/data.py:24(_data_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:426(rv_frozen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:2397(rv_discrete)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2005(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/selectors.py:70(BaseSelector)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2067(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1634(XAxis)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:466(__init__)
        1    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1734(Affine2D)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2232(ParseExpression)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:105(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method dumps}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/contour.py:56(ContourLabeler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/contour.py:762(ContourSet)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/weakref.py:351(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method copyto}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:2824(_setdef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/blocking_input.py:123(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/sputils.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_differentialevolution.py:205(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/dia.py:17(dia_matrix)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:897(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1219(Logger)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:380(validate_negative_linestyle_legacy)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1355(clear)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:191(load_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1586(AffineBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:390(_get_axes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:150(__contains__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triangulation.py:11(Triangulation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/error.py:38(HTTPError)
        1    0.000    0.000    0.000    0.000 {built-in method affine_transform}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:3091(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/integrate/_ode.py:103(ode)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:261(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_pylab_helpers.py:125(set_active)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:1054(BboxImage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2615(Cursors)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1404(_update_axisinfo)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1423(leaveWhitespace)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:263(_check_time_fields)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:1717(set_string_function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:215(tzfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/textpath.py:415(TextPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:977(LineCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:460(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:979(set_x)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:1155(EventCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1645(Affine2DBase)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:410(set_tight_layout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:1650(QuadMesh)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:5636(mvoid)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_subplots.py:16(SubplotBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1234(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:196(parserinfo)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:174(set_axes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/afm.py:339(AFM)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:1002(FontManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_pylab_helpers.py:17(Gcf)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:371(OpenerDirector)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:526(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/textpath.py:28(TextToPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/warnings.py:335(__enter__)
       32    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:3159(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1934(YAxis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2918(__lshift__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1246(MaxNLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/integrate/_ode.py:950(dopri5)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:900(Locator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:1580(TriMesh)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:329(notify)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:127(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_cm.py:59(cubehelix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:2936(MathTextParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:270(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1979(FancyURLopener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:812(PcolorImage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/_encoded_words.py:73(_QByteMap)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/__future__.py:77(__init__)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:297(CubicTriInterpolator)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:1335(get_backend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:57(TransformNode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:750(Handler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:91(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:939(FigureImage)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1438(have_units)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:86(rrulebase)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:204(Formatter)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1298(Stack)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1488(TransformWrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:449(validate_sketch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:131(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:447(__init__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:324(set_linewidth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:48(tzutc)
        2    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/codecs.py:257(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:779(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:727(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/difflib.py:1652(HtmlDiff)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/geo.py:254(AitoffTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:1464(LightSource)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/socket.py:331(SocketIO)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:1182(DiagBroyden)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:147(__call__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/csc.py:21(csc_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:273(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1600(Keyword)
       14    0.000    0.000    0.000    0.000 {built-in method S_ISDIR}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:657(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/csr.py:20(csr_matrix)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3240(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:219(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:776(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/npyio.py:133(NpzFile)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/path.py:207(vertices)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:392(Fonts)
        7    0.000    0.000    0.000    0.000 {built-in method vars}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/_expm_multiply.py:241(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tarfile.py:326(_Stream)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1878(Ship)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:1308(RectangleSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:1194(OffsetImage)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:177(_get_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:886(StixFonts)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/tritools.py:13(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:73(tzoffset)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1675(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/blocking_input.py:34(BlockingInput)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:143(OffsetBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:273(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:1399(genpareto_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/formlayout.py:224(FormWidget)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:10(LinearOperator)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:987(set_y)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:6011(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:480(PaddedBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tarfile.py:606(_FileInFile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:386(_get_height)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:1221(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/integrate/_ode.py:1086(lsoda)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/isolve/iterative.py:70(set_docstring)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:127(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/_parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/arrayterator.py:20(Arrayterator)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1573(_get_is_affine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/feedparser.py:44(BufferedSubFile)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1171(depth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/relativedelta.py:41(relativedelta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:211(_acquireLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/polar.py:26(PolarTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/vector2.py:9(Vector2)
        1    0.000    0.000    0.000    0.000 {built-in method dlopen}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tokenize.py:110(any)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend.py:53(DraggableLegend)
        2    0.000    0.000    0.000    0.000 {built-in method pyqtSlot}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:917(expon_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:3090(FormatFloat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:737(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/case.py:1306(FunctionTestCase)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:549(filled)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:999(_get_minposy)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:275(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2211(BoundArguments)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/container.py:9(Container)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:656(RRuleLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:1247(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:85(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:607(DateLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2900(Forward)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:748(chi2_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3744(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:674(_tzicalvtz)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:2349(State)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tokenize.py:111(maybe)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:81(FunctionMaker)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:277(set_level)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:809(EngFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/string.py:162(Formatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:390(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/units.py:75(ConversionInterface)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:180(find_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3851(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1236(Box)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:1657(PCA)
        4    0.000    0.000    0.000    0.000 {built-in method locals}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1550(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:663(cauchy_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:246(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3794(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_agg.py:440(FigureCanvasAgg)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:354(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:190(geom_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ssl.py:313(_ASN1Object)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/functools.py:384(lru_cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/polar.py:119(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:539(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3065(nct_gen)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/case.py:1285(_deprecate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3251(pearson3_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1045(TransformedBbox)
        4    0.000    0.000    0.000    0.000 {built-in method log}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:287(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2538(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:687(NonUniformImage)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:246(set_antialiased)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/_import_tools.py:8(PackageLoader)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/header.py:544(_Accumulator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tempfile.py:85(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:923(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:105(MathtextBackend)
