Wed Jul 22 01:14:38 2015    server_profile

         1013272 function calls (1005766 primitive calls) in 4.904 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:370(set_capstyle)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
       49    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:141(ones)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:157(validate_backend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colorbar.py:218(ColorbarBase)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:1002(__new__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:494(scale_factory)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2181(parseImpl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2506(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:190(RendererBase)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:121(validate_int)
        1    0.000    0.000    0.000    0.000 <string>:5(ModuleInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/isolve/__init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:515(IntEnum)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:3926(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:368(__iter__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.4/opcode.py:45(name_op)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/linalg/_procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/matrixlib/defmatrix.py:206(matrix)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/error.py:38(HTTPError)
        7    0.000    0.000    0.000    0.000 {built-in method seterrobj}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1335(push)
        4    0.000    0.000    0.000    0.000 {built-in method access}
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/testing/decorators.py:15(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:963(is_url)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1793(charsAsStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:794(fixlist)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2915(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:761(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/special/lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ssl.py:494(SSLSocket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/dsolve/__init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/distutils/version.py:75(__ge__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/warnings.py:61(simplefilter)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:27(Tick)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:493(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:341(beta_gen)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:60(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/__init__.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/matfuncs.py:344(_ExpmPadeHelper)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:280(__array__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:104(tzlocal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/subprocess.py:742(Popen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:219(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/pickle.py:348(_Pickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:616(date)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:379(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:194(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:502(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/lil.py:24(lil_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/records.py:285(recarray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/table.py:149(Table)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:1503(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:887(update)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:929(copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:249(Verbose)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:507(set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/_internal.py:224(_ctypes)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:717(union)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/laguerre.py:1742(Laguerre)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:252(_check_date_fields)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:28(_reverser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/quiver.py:227(QuiverKey)
       10    0.000    0.000    0.000    0.000 {built-in method log10}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/fractions.py:289(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:499(notify_axes_change)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/misc/doccer.py:2(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/re.py:330(filter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:73(as_list)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:268(ParseResults)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:139(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/__init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/http/client.py:719(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/_policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:467(get_fignums)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/chebyshev.py:2017(Chebyshev)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:135(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:70(_backend_selection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:740(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2164(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_compat_pickle.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:82(EnumMeta)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:402(set_hatch)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:491(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/types.py:115(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1360(bubble)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:47(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/random.py:68(Random)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:442(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:978(time)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:154(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:283(timedelta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:2824(_setdef)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1901(get_minpos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/legendre.py:1770(Legendre)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/hermite_e.py:1747(HermiteE)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/hermite.py:1750(Hermite)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:135(__getitem__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:2809(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1533(URLopener)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1973(get_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2045(White)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:1636(gamma_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/__init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ssl.py:341(SSLContext)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:134(current_key_axes)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:647(__init__)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_compat_pickle.py:136(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:81(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2205(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:3166(set_cursor_props)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1740(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:314(wrap)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1703(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/socket.py:115(socket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:566(NavigationToolbar2QT)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/distutils/version.py:318(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/bz2.py:33(BZ2File)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2621(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:606(rv_generic)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:199(__call__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1341(grid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:5832(MaskedConstant)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1305(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:210(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:54(AxesStack)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1670(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:1147(TimerBase)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:506(_calc_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:453(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:467(__getattr__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:132(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:2206(get_minpos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:1546(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/relativedelta.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/http/client.py:273(HTTPResponse)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3241(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:551(set_clip_box)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:1582(ArgumentParser)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:466(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_iotools.py:152(LineSplitter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/random/info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:1169(_rrulestr)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/distutils/version.py:337(_cmp)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_iotools.py:248(NameValidator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/polynomial.py:933(poly1d)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1278(get_major_locator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:2957(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2474(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/integrate/_ode.py:678(vode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:390(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:5838(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2932(__ilshift__)
        2    0.000    0.000    0.000    0.000 {built-in method _deco}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:859(expand_template)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:779(_string_to_bool)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:220(__call__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3483(rdist_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:85(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2086(Parameter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2298(Signature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/fft/info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/info.py:147(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:39(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/quiver.py:847(Barbs)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:152(set_color_cycle)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:434(keys)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2005(BlendedGenericTransform)
       28    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1091(set_anchor)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:39(FontconfigPatternParser)
        8    0.000    0.000    0.000    0.000 {built-in method delattr}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2067(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_pylab_helpers.py:116(get_active)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1089(Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1734(Affine2D)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/selectors.py:70(BaseSelector)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:3091(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/loader.py:51(TestLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:570(Barrier)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:386(set_joinstyle)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:390(_get_axes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:32(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/linalg/info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:990(mkdirs)
       46    0.000    0.000    0.000    0.000 {built-in method sizeof}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:426(rv_frozen)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/csv.py:79(DictReader)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tempfile.py:177(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:1070(TextWithDash)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1063(enablePackrat)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:40(_w_long)
        1    0.000    0.000    0.000    0.000 {built-in method dumps}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:2397(rv_discrete)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1542(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:352(notify_all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:596(FontProperties)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1404(_update_axisinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/contour.py:762(ContourSet)
        1    0.000    0.000    0.000    0.000 {built-in method affine_transform}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/contour.py:56(ContourLabeler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1586(AffineBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/main.py:48(TestProgram)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2511(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_differentialevolution.py:205(DifferentialEvolutionSolver)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 {built-in method copyto}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1634(XAxis)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/opcode.py:53(jabs_op)
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:897(_set_tstate_lock)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1355(clear)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:410(set_tight_layout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/data.py:24(_data_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:460(__init__)
