Wed Jul 22 01:14:38 2015    server_profile

         1013272 function calls (1005766 primitive calls) in 4.904 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.000    0.000 {built-in method concatenate}
      276    0.000    0.000    0.000    0.000 {built-in method add_docstring}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:231(writeOutput)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:237(Figure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/streamplot.py:4(<module>)
      136    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:938(preParse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/records.py:36(<module>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:42(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:35(_AxesImageBase)
      835    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:2464(parameters)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:436(update_position)
       11    0.000    0.000    0.000    0.000 {built-in method eval}
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:343(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/spines.py:275(_calc_offset_transform)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:575(update_position)
      506    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2271(mpl_connect)
      203    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:64(__init__)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:832(set_style)
      112    0.000    0.000    0.000    0.000 /usr/lib/python3.4/posixpath.py:38(_get_sep)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/extras.py:245(getdoc)
       91    0.000    0.000    0.000    0.000 {built-in method is_builtin}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:883(update_from_path)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/posixpath.py:318(normpath)
      160    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:708(decode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:69(set_default_locators_and_formatters)
       84    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:72(opengroup)
      176    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_compile.py:545(isstring)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tempfile.py:109(<listcomp>)
      727    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:34(_relax_case)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:773(_set_artist_props)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:1478(_AnnotationBase)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:61(getargs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/special/__init__.py:597(<listcomp>)
      288    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1729(<genexpr>)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:88(__call__)
       90    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:77(validate_bool)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1966(_get_label)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:1663(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1683(_get_offset_text)
        5    0.000    0.000    0.000    0.000 {built-in method init_builtin}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1807(Regex)
      600    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt4.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ctypeslib.py:303(prep_simple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:610(_ReducedHCT_Element)
     1189    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       80    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/objects_revised.py:105(__init__)
      649    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1022(Arrow)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/blocking_input.py:23(<module>)
      108    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:651(__iter__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt5.py:580(_icon)
      702    0.000    0.000    0.000    0.000 {built-in method chr}
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:2187(_sanity_check)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:1056(formatargspec)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:7290(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:552(_get_xdg_config_dir)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:118(compare_versions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1987(_get_offset_text)
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_tukeylambda_stats.py:1(<module>)
       40    0.000    0.000    0.000    0.000 server_profile.py:84(createSupEnz)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.4/random.py:250(choice)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/chebyshev.py:87(<module>)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1859(__str__)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:828(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/_cm.py:6(<module>)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1290(set_solid_capstyle)
     1064    0.000    0.000    0.000    0.000 {built-in method ord}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:426(__contains__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:60(<listcomp>)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1243(set_dash_joinstyle)
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:738(fix_flags)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:824(RcParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3120(delimitedList)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:844(set_variant)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:340(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/quoprimime.py:55(<listcomp>)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:8(_is_descriptor)
      155    0.000    0.000    0.000    0.000 /usr/lib/python3.4/weakref.py:102(remove)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:247(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:419(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:144(HelpFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_numpy_compat.py:3(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:566(_get_xdg_cache_dir)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:973(_set_intervalx)
      234    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tempfile.py:506(SpooledTemporaryFile)
       87    0.000    0.000    0.000    0.000 {built-in method repr}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/legendre.py:83(<module>)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.4/os.py:642(__delitem__)
      390    0.000    0.000    0.000    0.000 {built-in method getlower}
       81    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:139(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:7295(getdoc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:553(Decimal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3378(<genexpr>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1297(set_params)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/spines.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:706(set_alpha)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:289(_add_types)
      147    0.000    0.000    0.000    0.000 /usr/lib/python3.4/inspect.py:68(ismodule)
      198    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_distn_infrastructure.py:668(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/_endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:697(__init__)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:892(_set_artist_props)
      463    0.000    0.000    0.000    0.000 {built-in method id}
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:999(set_markeredgewidth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:256(get_subplot_params)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3376(<lambda>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1681(<listcomp>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.4/genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/response.py:7(<module>)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1254(set_solid_joinstyle)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1941(<listcomp>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:913(__init__)
      200    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:363(<genexpr>)
      367    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1616(get_filename)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:240(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:60(loadEnzyme)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_compat_pickle.py:8(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:282(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/polynomial/_polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:117(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:978(_set_intervaly)
       50    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      344    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1985(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/_expm_multiply.py:2(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1967(<listcomp>)
      310    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:148(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/gzip.py:124(GzipFile)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/polynomial.py:1038(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/bezier.py:3(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2809(__init__)
       75    0.000    0.000    0.000    0.000 {built-in method all}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:3(<module>)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_compile.py:423(_generate_overlap_table)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/contextlib.py:96(contextmanager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:459(_set_array_types)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:1020(set_text)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend.py:106(Legend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/csc.py:1(<module>)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:551(iterkeys)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/lobpcg/lobpcg.py:11(<module>)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:475(__iter__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:262(_convert)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/distutils/version.py:308(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1733(get_siblings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/integrate/quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/misc/common.py:4(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:142(_check_size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/units.py:44(<module>)
       71    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:824(set_color)
      132    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1039(set_xdata)
       20    0.000    0.000    0.000    0.000 server_profile.py:60(createPos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:521(get_scale_docs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/_policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:1728(Annotation)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1749(parseImpl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/dsolve/_add_newdocs.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.4/genericpath.py:39(isdir)
      207    0.000    0.000    0.000    0.000 /usr/lib/python3.4/weakref.py:116(_commit_removals)
      160    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:363(__init__)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1697(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method sorted}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/contextlib.py:63(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:789(ParserElement)
      203    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:47(_set_function_name)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:2404(_autogen_docstring)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:52(<listcomp>)
      367    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:850(has_location)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/distutils/version.py:313(parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/_import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:398(_set_dpi)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/dok.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1686(_process_unit_info)
        2    0.000    0.000    0.000    0.000 {built-in method sizeHint}
       84    0.000    0.000    0.000    0.000 /usr/lib/python3.4/sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/linalg/decomp.py:15(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.4/random.py:220(_randbelow)
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:131(english_lower)
        4    0.000    0.000    0.000    0.000 {built-in method update_path_extents}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:781(_gen_axes_patch)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:275(set_facecolor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/coo.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1225(scale_range)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_differentialevolution.py:4(<module>)
      272    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/markers.py:267(_set_nothing)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:885(setParseAction)
        1    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/objects_revised.py:5(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:479(PYFUNCTYPE)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1592(parseImpl)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.4/weakref.py:312(__init__)
        4    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:107(loadSubstrate)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:434(Enum)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/trifinder.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:33(allow_rasterization)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(spec_from_loader)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:387(_find_new_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/memmap.py:1(<module>)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:3955(__setattr__)
      132    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1048(set_ydata)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:188(Line2D)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:625(zipf_gen)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:260(set_edgecolor)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1474(set_label_text)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/pprint.py:35(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:134(update)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:486(__iadd__)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1009(set_markerfacecolor)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:339(apply_tickdir)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1784(__str__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2725(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/trirefine.py:3(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:2485(get_xlim)
       71    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      559    0.000    0.000    0.000    0.000 {built-in method globals}
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:171(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/fromnumeric.py:53(take)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:144(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:2017(get_width_height)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/dia.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:1451(set_units)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:53(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/testing/nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:166(ScalarMappable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2430(laplace_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:1011(_tzparser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2879(nakagami_gen)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/getlimits.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/_methods.py:5(<module>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.4/copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/token.py:71(<dictcomp>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.4/codecs.py:316(decode)
       15    0.000    0.000    0.000    0.000 {built-in method arange}
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:285(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:36(Collection)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2095(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:1858(colormaps)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1020(set_markerfacecoloralt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/linalg/_matfuncs_sqrtm.py:6(<module>)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.4/enum.py:16(_is_dunder)
